;price;brand;model;year;mileage;state;color_simple;condition_simple
1135;18200.0;dodge;caravan;2019;29602.0;michigan;red;Less than one day left
1136;23500.0;dodge;challenger;2019;28689.0;north carolina;red;2 days left
1137;25700.0;dodge;durango;2019;31447.0;north carolina;gray;2 days left
1138;15700.0;dodge;caravan;2019;39148.0;north carolina;white;2 days left
1139;17500.0;dodge;journey;2018;33495.0;michigan;silver;Less than one day left
1140;15700.0;dodge;caravan;2019;35274.0;north carolina;white;2 days left
1141;16500.0;dodge;caravan;2018;48745.0;indiana;white;Less than one day left
1142;16100.0;dodge;caravan;2019;31297.0;north carolina;red;2 days left
1143;15600.0;dodge;caravan;2019;38745.0;north carolina;gray;2 days left
1144;15400.0;dodge;caravan;2019;37704.0;north carolina;gray;2 days left
1145;28200.0;dodge;durango;2017;27060.0;michigan;white;Less than one day left
1146;15300.0;dodge;caravan;2019;40002.0;north carolina;;2 days left
1147;15900.0;dodge;caravan;2019;34930.0;north carolina;red;2 days left
1149;15800.0;dodge;caravan;2019;36876.0;north carolina;white;2 days left
1150;15900.0;dodge;caravan;2019;34264.0;north carolina;gray;2 days left
1151;25300.0;dodge;charger;2019;17515.0;new mexico;red;Less than one day left
1152;16300.0;dodge;caravan;2019;27071.0;north carolina;silver;2 days left
1153;29500.0;dodge;durango;2019;14656.0;new mexico;gray;Less than one day left
1154;14500.0;dodge;caravan;2019;35652.0;north carolina;gray;2 days left
1155;15400.0;dodge;caravan;2019;30055.0;north carolina;;2 days left
1156;15400.0;dodge;caravan;2019;43088.0;north carolina;gray;2 days left
1157;15100.0;dodge;caravan;2019;33641.0;north carolina;purple;2 days left
1158;15000.0;dodge;caravan;2019;34797.0;north carolina;black;2 days left
1159;15500.0;dodge;caravan;2019;43943.0;north carolina;gray;2 days left
1160;15000.0;dodge;caravan;2019;35744.0;north carolina;;2 days left
1161;15200.0;dodge;caravan;2019;31542.0;north carolina;;2 days left
1162;15700.0;dodge;caravan;2019;26899.0;north carolina;white;2 days left
1163;16100.0;dodge;journey;2019;29985.0;north carolina;silver;2 days left
1164;16300.0;dodge;journey;2018;37009.0;texas;silver;Less than one day left
1165;16000.0;dodge;journey;2019;30731.0;north carolina;white;2 days left
1166;16900.0;dodge;journey;2019;30062.0;north carolina;silver;2 days left
1167;17000.0;dodge;journey;2019;28295.0;north carolina;gray;2 days left
1168;17300.0;dodge;journey;2019;25534.0;north carolina;silver;2 days left
1169;15900.0;dodge;journey;2019;29716.0;north carolina;gray;2 days left
1170;15700.0;dodge;journey;2019;34294.0;north carolina;silver;2 days left
1171;16900.0;dodge;journey;2019;27643.0;north carolina;white;2 days left
1172;15500.0;dodge;journey;2019;35516.0;north carolina;white;2 days left
1173;15100.0;dodge;journey;2019;40674.0;north carolina;silver;2 days left
1174;15500.0;dodge;journey;2019;32494.0;north carolina;white;2 days left
1175;15400.0;dodge;journey;2019;35047.0;north carolina;red;2 days left
1176;16500.0;dodge;journey;2019;32898.0;north carolina;silver;2 days left
1177;42500.0;dodge;challenger;2015;13740.0;texas;black;Less than one day left
1178;16600.0;dodge;journey;2019;23132.0;north carolina;gray;2 days left
1179;15200.0;dodge;journey;2019;37174.0;north carolina;silver;2 days left
1180;15800.0;dodge;journey;2019;34023.0;north carolina;gray;2 days left
1181;16900.0;dodge;journey;2019;30021.0;north carolina;gray;2 days left
1182;11100.0;dodge;caravan;2017;51469.0;north carolina;gray;2 days left
1183;15600.0;dodge;journey;2019;31237.0;north carolina;gray;2 days left
1184;16900.0;dodge;journey;2019;30186.0;north carolina;silver;2 days left
1185;15300.0;dodge;journey;2019;41956.0;north carolina;silver;2 days left
1186;16600.0;dodge;journey;2019;30727.0;north carolina;black;2 days left
1187;21800.0;dodge;durango;2017;38956.0;pennsylvania;black;2 days left
1188;36500.0;dodge;charger;2018;22036.0;virginia;white;Less than one day left
1189;26300.0;dodge;durango;2019;26462.0;georgia;red;Less than one day left
1190;20900.0;dodge;challenger;2019;23143.0;georgia;red;Less than one day left
1191;20100.0;dodge;challenger;2019;17340.0;georgia;gray;Less than one day left
1192;26700.0;dodge;charger;2019;29749.0;georgia;gray;Less than one day left
1193;23900.0;dodge;charger;2019;35248.0;georgia;white;Less than one day left
1194;14500.0;dodge;caravan;2018;40417.0;florida;;Less than one day left
1195;23000.0;dodge;durango;2017;30309.0;virginia;gray;Less than one day left
1196;15000.0;dodge;journey;2018;42303.0;north carolina;red;2 days left
1197;15000.0;dodge;journey;2018;35326.0;north carolina;white;2 days left
1201;28700.0;ford;doors;2015;29733.0;connecticut;red;12 days left
1203;17347.0;ford;doors;2015;54396.0;massachusetts;black;12 days left
1205;25888.0;ford;doors;2015;2807.0;new jersey;black;12 days left
1206;8500.0;ford;fusion;2017;78739.0;tennessee;black;2 days left
1207;21289.0;ford;doors;2015;71955.0;new york;gray;12 days left
1208;17999.0;ford;doors;2015;48472.0;new jersey;yellow;12 days left
1210;30977.0;ford;doors;2015;28937.0;pennsylvania;orange;12 days left
1211;13799.0;ford;doors;2015;83693.0;new jersey;red;12 days left
1212;20500.0;ford;srw;2014;90888.0;arizona;white;2 days left
1213;8500.0;ford;drw;2012;216942.0;texas;white;Less than one day left
1215;65500.0;ford;srw;2019;6500.0;indiana;black;Less than one day left
1216;24500.0;ford;wagon;2018;39943.0;florida;white;2 days left
1217;32500.0;ford;explorer;2020;5920.0;missouri;silver;Less than one day left
1218;9200.0;ford;fusion;2018;71478.0;pennsylvania;black;2 days left
1220;18300.0;ford;fusion;2020;10882.0;california;white;1 days left
1221;43500.0;ford;srw;2019;29010.0;illinois;gray;Less than one day left
1223;36200.0;ford;srw;2019;16207.0;illinois;;Less than one day left
1224;21900.0;ford;mustang;2018;29748.0;new jersey;red;2 days left
1225;20700.0;ford;wagon;2019;25582.0;california;white;1 days left
1226;12300.0;ford;fusion;2019;24520.0;california;gray;1 days left
1228;19500.0;ford;transit;2019;34164.0;california;white;1 days left
1229;14300.0;ford;fusion;2020;6975.0;california;silver;1 days left
1230;13700.0;ford;van;2016;67150.0;pennsylvania;white;2 days left
1237;8700.0;ford;van;2013;64598.0;pennsylvania;white;2 days left
1240;20000.0;ford;edge;2018;43567.0;illinois;silver;4 days left
1242;23300.0;ford;f-150;2019;10935.0;south carolina;white;Less than one day left
1243;8750.0;ford;van;2017;150484.0;illinois;white;Less than one day left
1245;23600.0;ford;transit;2019;19363.0;south carolina;white;Less than one day left
1246;12000.0;ford;explorer;2016;42902.0;texas;black;Less than one day left
1247;30900.0;ford;f-150;2018;401.0;indiana;red;Less than one day left
1248;23900.0;ford;transit;2019;11077.0;south carolina;white;Less than one day left
1249;40400.0;ford;f-150;2018;34100.0;indiana;black;Less than one day left
1250;38000.0;ford;srw;2019;30018.0;minnesota;white;6 days left
1251;27000.0;ford;flex;2019;18279.0;illinois;white;2 days left
1252;24000.0;ford;transit;2019;7373.0;south carolina;white;Less than one day left
1253;30000.0;ford;ranger;2019;2590.0;wisconsin;gray;Less than one day left
1254;16200.0;ford;fusion;2019;41662.0;south carolina;white;Less than one day left
1255;30000.0;ford;flex;2019;15019.0;wisconsin;gray;Less than one day left
1256;23900.0;ford;transit;2019;9420.0;south carolina;white;Less than one day left
1257;13800.0;ford;taurus;2018;41864.0;missouri;white;Less than one day left
1258;23700.0;ford;transit;2019;16829.0;south carolina;white;Less than one day left
1259;24300.0;ford;f-150;2018;6290.0;illinois;gray;Less than one day left
1261;22500.0;ford;taurus;2018;14599.0;wisconsin;white;2 days left
1262;39000.0;ford;f-150;2018;25839.0;illinois;gray;2 days left
1263;13900.0;ford;escape;2018;60715.0;wisconsin;gray;Less than one day left
1264;24700.0;ford;explorer;2018;23350.0;illinois;red;Less than one day left
1265;20100.0;ford;transit;2018;62386.0;california;white;1 days left
1266;22000.0;ford;mustang;2018;6248.0;illinois;red;2 days left
1267;38200.0;ford;mustang;2019;878.0;florida;green;1 days left
1268;24400.0;ford;transit;2018;49710.0;california;white;1 days left
1269;35000.0;ford;mustang;2018;2042.0;illinois;black;Less than one day left
1270;18600.0;ford;flex;2019;7742.0;florida;white;2 days left
1271;22700.0;ford;transit;2018;39733.0;california;white;1 days left
1272;38000.0;ford;f-150;2018;33701.0;illinois;black;Less than one day left
1274;17500.0;ford;escape;2017;35095.0;wisconsin;gray;2 days left
1275;23200.0;ford;f-150;2019;8652.0;michigan;white;Less than one day left
1276;30700.0;ford;explorer;2017;51107.0;wisconsin;red;Less than one day left
1277;23500.0;ford;transit;2019;14987.0;michigan;white;Less than one day left
1278;26400.0;ford;edge;2017;28252.0;wisconsin;black;2 days left
1279;23500.0;ford;transit;2019;16009.0;michigan;white;Less than one day left
1281;23600.0;ford;transit;2019;11004.0;michigan;white;Less than one day left
1282;19300.0;ford;edge;2017;42895.0;wisconsin;gray;Less than one day left
1283;23200.0;ford;f-150;2019;9490.0;michigan;white;Less than one day left
1285;23600.0;ford;transit;2019;13466.0;michigan;white;Less than one day left
1286;23200.0;ford;f-150;2019;8737.0;michigan;white;Less than one day left
1288;23400.0;ford;f-150;2019;5562.0;michigan;white;Less than one day left
1289;23600.0;ford;transit;2019;13763.0;michigan;white;Less than one day left
1290;23000.0;ford;f-150;2019;10444.0;michigan;white;Less than one day left
1292;23500.0;ford;transit;2019;15787.0;michigan;white;Less than one day left
1294;23200.0;ford;transit;2019;17541.0;michigan;white;Less than one day left
1295;50500.0;ford;f-150;2017;24686.0;wisconsin;silver;2 days left
1296;23400.0;ford;transit;2019;15210.0;michigan;white;Less than one day left
1297;24500.0;ford;transit;2017;54601.0;wisconsin;white;2 days left
1298;49000.0;ford;mustang;2017;2205.0;illinois;black;2 days left
1299;25400.0;ford;transit;2017;35691.0;wisconsin;white;2 days left
1300;23000.0;ford;flex;2017;32788.0;illinois;silver;Less than one day left
1302;22400.0;ford;edge;2016;42925.0;wisconsin;black;Less than one day left
1303;22500.0;ford;edge;2016;37385.0;wisconsin;black;2 days left
1304;25200.0;ford;edge;2019;15415.0;virginia;gray;2 days left
1306;26700.0;ford;edge;2019;16884.0;virginia;black;2 days left
1308;26700.0;ford;edge;2019;15244.0;virginia;black;2 days left
1309;25000.0;ford;edge;2019;19842.0;virginia;gray;2 days left
1311;30300.0;ford;f-150;2019;31899.0;tennessee;white;Less than one day left
1314;21600.0;ford;mustang;2019;29457.0;virginia;gray;2 days left
1315;18800.0;ford;edge;2016;30765.0;wisconsin;;Less than one day left
1316;21500.0;ford;mustang;2019;29096.0;virginia;red;2 days left
1318;16700.0;ford;cutaway;2015;69004.0;wisconsin;white;2 days left
1319;16800.0;ford;cutaway;2015;65179.0;wisconsin;white;2 days left
1320;15700.0;ford;cutaway;2015;75862.0;wisconsin;white;2 days left
1321;16800.0;ford;cutaway;2015;68319.0;wisconsin;white;2 days left
1324;17400.0;ford;cutaway;2015;70954.0;wisconsin;white;2 days left
1327;56700.0;ford;f-150;2019;13884.0;kentucky;white;Less than one day left
1329;40200.0;ford;f-150;2019;26484.0;kentucky;;Less than one day left
1331;65200.0;ford;max;2019;18138.0;kentucky;white;Less than one day left
1333;25500.0;ford;transit;2019;11251.0;illinois;white;Less than one day left
1334;63000.0;ford;srw;2019;11640.0;illinois;;Less than one day left
1335;44000.0;ford;srw;2019;10763.0;illinois;white;2 days left
1336;70000.0;ford;drw;2019;9643.0;illinois;;2 days left
1337;56200.0;ford;srw;2019;33930.0;kentucky;gray;Less than one day left
1338;35000.0;ford;srw;2019;26451.0;wisconsin;white;2 days left
1339;57700.0;ford;srw;2019;21101.0;kentucky;red;Less than one day left
1340;74000.0;ford;drw;2019;10536.0;illinois;;2 days left
1341;60200.0;ford;srw;2019;31744.0;kentucky;white;Less than one day left
1342;60000.0;ford;srw;2018;18062.0;illinois;black;2 days left
1343;63000.0;ford;srw;2018;17942.0;illinois;black;Less than one day left
1345;8300.0;ford;energi;2014;71989.0;wisconsin;gray;Less than one day left
1348;19300.0;ford;fusion;2019;23740.0;mississippi;black;Less than one day left
1349;16400.0;ford;fusion;2019;36064.0;alabama;gray;Less than one day left
1350;27300.0;ford;f-150;2019;18805.0;mississippi;gray;Less than one day left
1351;26400.0;ford;cab;2012;151035.0;wisconsin;white;2 days left
1352;35100.0;ford;mustang;2019;10099.0;mississippi;red;Less than one day left
1353;41500.0;ford;f-150;2018;9800.0;new jersey;black;1 days left
1354;34100.0;ford;mustang;2019;10483.0;mississippi;white;Less than one day left
1355;28600.0;ford;f-150;2019;17544.0;california;;Less than one day left
1356;34100.0;ford;mustang;2019;10167.0;mississippi;red;Less than one day left
1357;28700.0;ford;ranger;2019;11457.0;california;gray;Less than one day left
1358;24700.0;ford;edge;2019;26590.0;california;;Less than one day left
1359;46500.0;ford;expedition;2019;35346.0;california;black;Less than one day left
1360;29000.0;ford;f-150;2019;12953.0;california;black;Less than one day left
1361;25500.0;ford;edge;2019;26693.0;california;silver;Less than one day left
1362;39500.0;ford;f-150;2019;25071.0;california;yellow;Less than one day left
1363;33100.0;ford;f-150;2019;33538.0;california;yellow;Less than one day left
1364;30500.0;ford;f-150;2019;9915.0;california;gray;2 days left
1365;3600.0;ford;fiesta;2018;1.0;arizona;silver;2 days left
1366;16800.0;ford;fusion;2019;9910.0;california;red;2 days left
1367;24000.0;ford;f-150;2019;16765.0;texas;gray;6 days left
1368;58500.0;ford;expedition;2019;4970.0;california;gray;Less than one day left
1370;28800.0;ford;f-150;2019;40785.0;california;silver;Less than one day left
1372;36000.0;ford;max;2018;58576.0;wisconsin;gray;Less than one day left
1373;20000.0;ford;wagon;2018;55475.0;wisconsin;white;Less than one day left
1374;46700.0;ford;drw;2019;35929.0;alabama;black;Less than one day left
1375;42800.0;ford;srw;2019;21669.0;alabama;silver;Less than one day left
1376;21800.0;ford;mustang;2018;16079.0;california;;Less than one day left
1377;18800.0;ford;mustang;2018;41147.0;california;white;2 days left
1378;18800.0;ford;flex;2018;45798.0;california;black;Less than one day left
1379;30200.0;ford;f-150;2018;21703.0;california;red;Less than one day left
1380;27500.0;ford;explorer;2018;22284.0;california;black;2 days left
1381;37500.0;ford;transit;2018;24567.0;california;white;2 days left
1382;19100.0;ford;mustang;2018;30594.0;california;silver;2 days left
1383;17100.0;ford;flex;2018;52747.0;california;white;Less than one day left
1384;13500.0;ford;escape;2018;21592.0;florida;silver;4 days left
1385;54500.0;ford;srw;2018;19853.0;california;black;2 days left
1386;9000.0;ford;fiesta;2018;25201.0;florida;gray;4 days left
1387;16400.0;ford;f-150;2020;10351.0;pennsylvania;black;2 days left
1388;17000.0;ford;fusion;2020;1117.0;pennsylvania;gray;2 days left
1392;20000.0;ford;flex;2017;45188.0;california;silver;2 days left
1394;25100.0;ford;explorer;2017;25030.0;california;gold;2 days left
1396;18200.0;ford;fusion;2020;9861.0;pennsylvania;black;2 days left
1397;14200.0;ford;fusion;2018;1751.0;illinois;red;2 days left
1400;26500.0;ford;van;2020;122.0;pennsylvania;white;2 days left
1401;34300.0;ford;srw;2019;28534.0;florida;white;Less than one day left
1402;43500.0;ford;f-150;2017;80699.0;california;black;Less than one day left
1404;37200.0;ford;srw;2019;24078.0;florida;white;Less than one day left
1408;21500.0;ford;f-150;2017;76876.0;california;gray;2 days left
1410;27000.0;ford;explorer;2017;3189.0;california;silver;Less than one day left
1411;31800.0;ford;el;2017;28359.0;florida;white;Less than one day left
1413;31800.0;ford;el;2017;29328.0;florida;silver;Less than one day left
1417;45000.0;ford;expedition;2019;18153.0;pennsylvania;white;3 days left
1418;49500.0;ford;expedition;2019;17689.0;pennsylvania;black;3 days left
1419;3000.0;ford;van;2012;137171.0;missouri;white;More than one week left
1421;25300.0;ford;edge;2019;26422.0;pennsylvania;black;2 days left
1423;45500.0;ford;expedition;2019;18767.0;pennsylvania;gray;3 days left
1424;9100.0;ford;fiesta;2018;38289.0;minnesota;silver;Less than one day left
1425;48000.0;ford;expedition;2019;22960.0;pennsylvania;black;3 days left
1426;47000.0;ford;max;2019;17263.0;pennsylvania;black;3 days left
1427;49500.0;ford;expedition;2019;16981.0;pennsylvania;black;3 days left
1428;31200.0;ford;wagon;2019;13058.0;pennsylvania;black;1 days left
1430;15500.0;ford;escape;2019;21740.0;pennsylvania;silver;2 days left
1431;30500.0;ford;wagon;2019;17707.0;pennsylvania;black;1 days left
1432;45500.0;ford;max;2019;19121.0;pennsylvania;silver;3 days left
1433;31500.0;ford;wagon;2019;18856.0;pennsylvania;black;1 days left
1435;46500.0;ford;max;2019;19555.0;pennsylvania;white;3 days left
1436;31500.0;ford;wagon;2019;16340.0;pennsylvania;black;1 days left
1437;32000.0;ford;f-150;2018;17242.0;ohio;white;Less than one day left
1438;23900.0;ford;edge;2019;28733.0;pennsylvania;black;2 days left
1439;31500.0;ford;wagon;2019;16019.0;pennsylvania;black;1 days left
1440;18500.0;ford;taurus;2016;75580.0;ohio;black;2 days left
1442;46000.0;ford;max;2019;19227.0;pennsylvania;white;3 days left
1443;31500.0;ford;wagon;2019;13633.0;pennsylvania;black;1 days left
1444;14700.0;ford;van;2015;37739.0;new jersey;white;2 days left
1446;47500.0;ford;expedition;2019;24072.0;pennsylvania;black;3 days left
1447;31500.0;ford;wagon;2019;17657.0;pennsylvania;black;1 days left
1450;49000.0;ford;expedition;2019;19731.0;pennsylvania;red;3 days left
1451;31500.0;ford;wagon;2019;15581.0;pennsylvania;black;1 days left
1453;48000.0;ford;max;2019;16143.0;pennsylvania;black;3 days left
1454;50000.0;ford;max;2019;17995.0;pennsylvania;black;3 days left
1455;47300.0;ford;max;2019;23926.0;pennsylvania;black;Less than one day left
1456;45000.0;ford;f-150;2017;57929.0;louisiana;black;More than one week left
1457;49000.0;ford;max;2019;20758.0;pennsylvania;silver;3 days left
1458;40200.0;ford;f-150;2019;10028.0;texas;gray;1 days left
1459;48000.0;ford;max;2019;21051.0;pennsylvania;black;3 days left
1461;8200.0;ford;bus;2013;105880.0;new jersey;silver;2 days left
1462;49000.0;ford;max;2019;19985.0;pennsylvania;white;3 days left
1464;39000.0;ford;expedition;2019;27612.0;pennsylvania;silver;3 days left
1466;46500.0;ford;max;2019;19936.0;pennsylvania;silver;3 days left
1468;22000.0;ford;mustang;2018;39477.0;texas;gray;5 days left
1469;18800.0;ford;max;2019;25698.0;pennsylvania;black;2 days left
1471;39500.0;ford;expedition;2019;25422.0;pennsylvania;black;3 days left
1473;42500.0;ford;max;2019;31236.0;pennsylvania;white;3 days left
1474;39500.0;ford;expedition;2019;26755.0;pennsylvania;gray;3 days left
1475;25500.0;ford;f-150;2018;49177.0;illinois;black;2 days left
1476;49500.0;ford;max;2019;20749.0;pennsylvania;white;3 days left
1477;25000.0;ford;f-150;2018;15003.0;illinois;white;2 days left
1478;40000.0;ford;f-150;2019;12247.0;pennsylvania;black;3 days left
1479;26000.0;ford;f-150;2018;1.0;illinois;black;2 days left
1480;29500.0;ford;f-150;2019;10808.0;pennsylvania;silver;3 days left
1481;23000.0;ford;f-150;2019;11263.0;oklahoma;white;Less than one day left
1482;25500.0;ford;f-150;2018;42307.0;illinois;black;2 days left
1483;44500.0;ford;f-150;2019;17484.0;pennsylvania;gray;3 days left
1484;15600.0;ford;escape;2019;37106.0;missouri;black;More than one week left
1485;23100.0;ford;f-150;2019;9539.0;oklahoma;white;Less than one day left
1486;37000.0;ford;f-150;2019;2384.0;pennsylvania;gray;3 days left
1487;14500.0;ford;fusion;2019;20590.0;missouri;gray;More than one week left
1488;23000.0;ford;f-150;2019;13896.0;oklahoma;white;Less than one day left
1489;26500.0;ford;f-150;2019;9451.0;pennsylvania;gray;3 days left
1490;18000.0;ford;fusion;2017;31657.0;missouri;red;More than one week left
1491;35700.0;ford;expedition;2019;33907.0;oklahoma;white;Less than one day left
1492;31000.0;ford;f-150;2019;10028.0;pennsylvania;black;3 days left
1494;40400.0;ford;max;2019;30770.0;oklahoma;white;Less than one day left
1495;43600.0;ford;f-150;2019;15141.0;pennsylvania;black;2 days left
1496;22600.0;ford;f-150;2019;18431.0;oklahoma;white;Less than one day left
1497;26000.0;ford;f-150;2019;9604.0;pennsylvania;white;3 days left
1498;23200.0;ford;f-150;2019;9516.0;oklahoma;white;Less than one day left
1499;29000.0;ford;f-150;2019;9718.0;pennsylvania;silver;3 days left
1500;22800.0;ford;f-150;2019;16506.0;oklahoma;white;Less than one day left
1502;31000.0;ford;f-150;2019;11028.0;pennsylvania;white;3 days left
1503;22900.0;ford;f-150;2019;11313.0;oklahoma;white;Less than one day left
1505;28000.0;ford;f-150;2019;12886.0;pennsylvania;silver;3 days left
1506;23200.0;ford;f-150;2019;9556.0;oklahoma;white;Less than one day left
1507;27000.0;ford;f-150;2019;13269.0;pennsylvania;black;3 days left
1508;22800.0;ford;f-150;2019;16770.0;oklahoma;white;Less than one day left
1509;31500.0;ford;f-150;2019;13526.0;pennsylvania;red;3 days left
1510;23400.0;ford;transit;2019;16391.0;oklahoma;white;Less than one day left
1511;28000.0;ford;f-150;2019;11437.0;pennsylvania;white;3 days left
1512;23400.0;ford;transit;2019;17964.0;oklahoma;white;Less than one day left
1513;28000.0;ford;f-150;2018;5440.0;texas;black;10 days left
1514;24900.0;ford;f-150;2019;13035.0;pennsylvania;white;3 days left
1515;23500.0;ford;transit;2019;15759.0;oklahoma;white;Less than one day left
1516;36000.0;ford;f-150;2018;30002.0;texas;gray;10 days left
1517;28700.0;ford;f-150;2019;13673.0;pennsylvania;white;3 days left
1518;16000.0;ford;fusion;2018;24480.0;oregon;silver;Less than one day left
1519;31000.0;ford;f-150;2019;13230.0;pennsylvania;white;3 days left
1520;16500.0;ford;f-150;2017;137789.0;oregon;white;Less than one day left
1521;28500.0;ford;f-150;2019;13516.0;pennsylvania;white;3 days left
1522;10800.0;ford;escape;2017;81660.0;oregon;black;Less than one day left
1523;28500.0;ford;f-150;2019;11763.0;pennsylvania;white;3 days left
1524;25000.0;ford;explorer;2017;34165.0;oregon;gold;Less than one day left
1525;31000.0;ford;f-150;2019;13458.0;pennsylvania;white;3 days left
1527;28500.0;ford;f-150;2019;14004.0;pennsylvania;white;3 days left
1529;28500.0;ford;f-150;2019;13405.0;pennsylvania;silver;3 days left
1531;25000.0;ford;f-150;2019;12688.0;pennsylvania;black;3 days left
1533;28500.0;ford;f-150;2019;12260.0;pennsylvania;white;3 days left
1535;29400.0;ford;f-150;2019;18982.0;pennsylvania;white;3 days left
1536;24700.0;ford;f-150;2019;23795.0;california;silver;More than one week left
1538;29500.0;ford;f-150;2019;15964.0;pennsylvania;white;3 days left
1539;25800.0;ford;f-150;2019;28117.0;california;silver;More than one week left
1541;23900.0;ford;f-150;2019;21055.0;pennsylvania;white;2 days left
1542;22900.0;ford;f-150;2019;27794.0;california;black;More than one week left
1543;19500.0;ford;edge;2016;56995.0;oregon;black;Less than one day left
1544;29500.0;ford;f-150;2019;16625.0;pennsylvania;gray;3 days left
1545;24500.0;ford;f-150;2019;27689.0;california;gray;More than one week left
1547;22400.0;ford;f-150;2019;31727.0;pennsylvania;black;2 days left
1548;15700.0;ford;escape;2019;31586.0;california;gray;More than one week left
1550;28000.0;ford;f-150;2019;18418.0;pennsylvania;black;2 days left
1551;13500.0;ford;fusion;2019;39013.0;california;black;More than one week left
1552;7300.0;ford;f-150;2013;125451.0;oregon;white;Less than one day left
1553;25100.0;ford;f-150;2019;21346.0;pennsylvania;black;3 days left
1554;24100.0;ford;transit;2019;21150.0;california;white;More than one week left
1555;6500.0;ford;f-150;2014;103862.0;oregon;white;Less than one day left
1556;10500.0;ford;f-150;2019;22001.0;pennsylvania;red;2 days left
1557;16900.0;ford;fusion;2019;31261.0;california;gray;More than one week left
1559;28500.0;ford;f-150;2019;14358.0;pennsylvania;white;3 days left
1560;16200.0;ford;fusion;2019;41672.0;california;silver;More than one week left
1561;6500.0;ford;f-150;2013;95655.0;oregon;white;Less than one day left
1562;24500.0;ford;flex;2019;19493.0;pennsylvania;gray;3 days left
1563;16500.0;ford;fusion;2019;36956.0;california;black;More than one week left
1565;10400.0;ford;fusion;2019;13085.0;pennsylvania;gray;2 days left
1566;22800.0;ford;explorer;2018;36124.0;oklahoma;silver;Less than one day left
1567;26500.0;ford;flex;2019;19147.0;pennsylvania;white;3 days left
1568;23800.0;ford;flex;2019;24993.0;pennsylvania;red;3 days left
1569;24700.0;ford;f-150;2018;41127.0;oklahoma;white;Less than one day left
1570;12400.0;ford;fusion;2019;32365.0;pennsylvania;black;2 days left
1571;16600.0;ford;fusion;2019;27774.0;pennsylvania;white;2 days left
1573;15900.0;ford;fusion;2019;27806.0;pennsylvania;silver;2 days left
1575;15100.0;ford;fusion;2019;30181.0;pennsylvania;white;2 days left
1577;15600.0;ford;fusion;2019;36305.0;pennsylvania;gold;2 days left
1578;39700.0;ford;srw;2019;10475.0;oklahoma;white;Less than one day left
1579;16000.0;ford;fusion;2019;34734.0;pennsylvania;gray;2 days left
1581;15500.0;ford;srw;2017;132150.0;oregon;white;Less than one day left
1582;19000.0;ford;taurus;2019;12928.0;pennsylvania;gray;3 days left
1584;38700.0;ford;drw;2018;59549.0;oklahoma;white;Less than one day left
1585;21000.0;ford;taurus;2019;12174.0;pennsylvania;red;3 days left
1587;37200.0;ford;drw;2018;89809.0;oklahoma;white;Less than one day left
1588;18500.0;ford;taurus;2019;18202.0;pennsylvania;white;3 days left
1590;37700.0;ford;drw;2017;43527.0;oklahoma;white;Less than one day left
1591;22200.0;ford;transit;2019;15792.0;pennsylvania;white;2 days left
1592;39950.0;ford;f-150;2019;9278.0;georgia;white;4 days left
1593;37600.0;ford;drw;2017;41925.0;oklahoma;white;Less than one day left
1594;18500.0;ford;taurus;2019;16924.0;pennsylvania;white;3 days left
1596;20500.0;ford;taurus;2019;17260.0;pennsylvania;silver;3 days left
1598;21000.0;ford;transit;2019;40772.0;pennsylvania;white;3 days left
1599;22500.0;ford;transit;2019;25623.0;pennsylvania;white;2 days left
1600;29000.0;ford;f-150;2019;11669.0;colorado;white;Less than one day left
1602;25500.0;ford;transit;2019;13644.0;pennsylvania;white;2 days left
1604;18900.0;ford;doors;2015;44456.0;new york;gray;10 days left
1605;31500.0;ford;wagon;2019;20357.0;pennsylvania;black;2 days left
1608;18288.0;ford;doors;2015;45218.0;new york;gray;10 days left
1611;18299.0;ford;doors;2015;59869.0;pennsylvania;silver;10 days left
1612;10000.0;ford;escape;2017;35021.0;colorado;silver;More than one week left
1616;31500.0;ford;wagon;2019;23222.0;pennsylvania;black;2 days left
1620;22800.0;ford;wagon;2019;32526.0;pennsylvania;white;2 days left
1624;21900.0;ford;wagon;2019;47628.0;pennsylvania;white;2 days left
1630;13000.0;ford;cutaway;2013;136661.0;colorado;white;More than one week left
1635;23400.0;ford;f-150;2019;12198.0;missouri;white;Less than one day left
1637;22900.0;ford;f-150;2019;15656.0;missouri;white;Less than one day left
1638;20000.0;ford;fusion;2020;23984.0;virginia;silver;2 days left
1639;22900.0;ford;f-150;2019;15821.0;missouri;white;Less than one day left
1640;27000.0;ford;mustang;2020;12748.0;virginia;red;2 days left
1641;54500.0;ford;expedition;2019;9865.0;oklahoma;black;2 days left
1642;20600.0;ford;fusion;2020;17858.0;virginia;black;2 days left
1643;23500.0;ford;f-150;2019;6711.0;missouri;white;Less than one day left
1644;53000.0;ford;expedition;2019;14939.0;oklahoma;black;2 days left
1645;23600.0;ford;transit;2019;15820.0;missouri;white;Less than one day left
1646;33500.0;ford;wagon;2019;6140.0;oklahoma;silver;2 days left
1647;24400.0;ford;edge;2019;25552.0;virginia;gray;2 days left
1648;13000.0;ford;focus;2016;54984.0;west virginia;black;2 days left
1649;48400.0;ford;max;2019;24783.0;virginia;black;2 days left
1651;46200.0;ford;max;2019;34191.0;virginia;white;2 days left
1654;27600.0;ford;edge;2019;13265.0;virginia;silver;2 days left
1656;26500.0;ford;edge;2019;22458.0;virginia;gray;2 days left
